sample_id,material_branch,temperature_C,temperature_K,rb_auto_ohm,rb_manual_ohm,rb_selected_ohm,rb_selection_source,rb_delta_pct_vs_manual,abs_rb_delta_pct_vs_manual,selected_conductivity_s_cm,formal_thickness_cm,area_cm2,qc_tier,claim_allowed,qc_note,sequence_direction_inferred,sequence_warning,geometry_conflict
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-12,261.15,6.9442805,7.09,7.09,manual,-2.05528,2.05528,0.0071961083,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-15,258.15,7.9265112,8.0855,8.0855,manual,-1.96634,1.96634,0.0063101117,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-18,255.15,8.3323922,8.498,8.498,manual,-1.94879,1.94879,0.0060038136,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-21,252.15,9.4087581,9.583,9.583,manual,-1.81824,1.81824,0.0053240539,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-24,249.15,10.602409,10.795,10.795,manual,-1.78408,1.78408,0.0047263,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-27,246.15,12.23896,12.445,12.445,manual,-1.6556,1.6556,0.0040996712,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-30,243.15,14.331558,14.57,14.57,manual,-1.63652,1.63652,0.0035017439,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-33,240.15,15.452683,15.725,15.725,manual,-1.73175,1.73175,0.0032445411,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-36,237.15,19.812782,20.15,20.15,manual,-1.67354,1.67354,0.0025320302,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-39,234.15,25.051686,25.44,25.44,manual,-1.52639,1.52639,0.0020055192,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-42,231.15,31.848615,32.275,32.275,manual,-1.3211,1.3211,0.0015808027,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-45,228.15,40.208362,40.695,40.695,manual,-1.19582,1.19582,0.0012537267,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-48,225.15,51.874366,52.505,52.505,manual,-1.20109,1.20109,0.00097172475,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-51,222.15,60.703521,61.67,61.67,manual,-1.56718,1.56718,0.00082731325,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-54,219.15,93.586238,94.375,94.375,manual,-0.835774,0.835774,0.0005406136,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-57,216.15,125.72973,126.6,126.6,manual,-0.687416,0.687416,0.0004030048,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-60,213.15,171.14101,172.9,172.9,manual,-1.01734,1.01734,0.00029508622,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-63,210.15,254.48801,256.55,256.55,manual,-0.803739,0.803739,0.00019887121,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-64,209.15,476.6745,,476.6745,auto,,,0.00010703406,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-65,208.15,542.4935,,542.4935,auto,,,9.4047962e-05,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-66,207.15,488.11167,491.6,491.6,manual,-0.709586,0.709586,0.00010378439,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-69,204.15,791.81056,899.1,899.1,manual,-11.933,11.933,5.6746088e-05,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-72,201.15,1402.6349,1435.5,1435.5,manual,-2.28945,2.28945,3.5541907e-05,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-75,198.15,2536.578,2569,2569,manual,-1.26205,1.26205,1.9860027e-05,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-78,195.15,5277.6819,5201.5,5201.5,manual,1.46461,1.46461,9.8087875e-06,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-81,192.15,7691.0665,8155,8155,manual,-5.68894,5.68894,6.2563345e-06,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.25CS,LRS/PVA/attapulgite/H3PO4,-84,189.15,10897.613,22637,22637,manual,-51.8593,51.8593,2.2538503e-06,0.1,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,24,297.15,2.4796904,2.405,2.405,manual,3.10563,3.10563,0.012728584,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,22,295.15,2.8234403,2.762,2.762,manual,2.22449,2.22449,0.011083362,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,21,294.15,2.6669812,2.58,2.58,manual,3.37136,3.37136,0.011865211,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,18,291.15,2.8247052,2.7655,2.7655,manual,2.14085,2.14085,0.011069335,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,15,288.15,3.1336284,3.063,3.063,manual,2.30586,2.30586,0.0099942034,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,12,285.15,3.3687473,3.2975,3.2975,manual,2.16065,2.16065,0.0092834708,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,9,282.15,3.6669885,3.625,3.625,manual,1.1583,1.1583,0.0084447572,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,6,279.15,4.1052623,4.044,4.044,manual,1.51489,1.51489,0.0075697935,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,3,276.15,4.6189108,4.5795,4.5795,manual,0.860592,0.860592,0.006684626,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,0,273.15,5.1872557,5.148,5.148,manual,0.762544,0.762544,0.0059464345,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-3,270.15,6.0540662,6.0145,6.0145,manual,0.657847,0.657847,0.0050897406,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-6,267.15,7.1099087,7.077,7.077,manual,0.465009,0.465009,0.0043255963,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-9,264.15,8.6571056,8.6175,8.6175,manual,0.459596,0.459596,0.0035523348,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-12,261.15,10.265541,10.225,10.225,manual,0.39649,0.39649,0.0029938626,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-15,258.15,12.683334,12.655,12.655,manual,0.223898,0.223898,0.0024189842,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-18,255.15,16.213408,16.176667,16.176667,manual,0.227123,0.227123,0.0018923704,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-21,252.15,20.613008,20.6,20.6,manual,0.0631434,0.0631434,0.0014860313,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-24,249.15,27.135713,27.125,27.125,manual,0.0394967,0.0394967,0.001128562,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-27,246.15,35.900733,35.915,35.915,manual,-0.0397248,0.0397248,0.00085235264,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-30,243.15,48.603656,48.685,48.685,manual,-0.167082,0.167082,0.00062878186,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-33,240.15,64.28569,64.645,64.645,manual,-0.55582,0.55582,0.00047354389,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-36,237.15,94.680925,95.15,95.15,manual,-0.492984,0.492984,0.00032172617,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-39,234.15,104.84423,106.5,106.5,manual,-1.55471,1.55471,0.00028743892,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-42,231.15,149.56707,151.8,151.8,manual,-1.47097,1.47097,0.00020166169,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-45,228.15,201.89308,207.15,207.15,manual,-2.53774,2.53774,0.00014777816,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-48,225.15,303.26474,330.9,330.9,manual,-8.35154,8.35154,9.2512073e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-51,222.15,534.56897,554.1,554.1,manual,-3.52482,3.52482,5.5246787e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-54,219.15,797.55499,819.9,819.9,manual,-2.72533,2.72533,3.7336559e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-57,216.15,1496.4,1442,1442,manual,3.77254,3.77254,2.1229019e-05,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-60,213.15,4142.2202,4192,4192,manual,-1.18749,1.18749,7.3025393e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-63,210.15,4601.1899,4728,4728,manual,-2.68211,2.68211,6.4746711e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-66,207.15,6725.8701,6960,6960,manual,-3.36394,3.36394,4.398311e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.27CS,corn-starch/PVA/attapulgite/H3PO4,-69,204.15,12154.3,13658,13658,manual,-11.0097,11.0097,2.2413417e-06,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,18,291.15,2.2033457,2.0885,2.0885,manual,5.49896,5.49896,0.014657527,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,15,288.15,2.18291,2.108,2.108,manual,3.5536,3.5536,0.014521938,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,12,285.15,2.3066036,2.157,2.157,manual,6.93572,6.93572,0.014192047,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,9,282.15,2.5698674,2.404,2.404,manual,6.89964,6.89964,0.012733879,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,6,279.15,2.7699295,2.592,2.592,manual,6.86456,6.86456,0.01181028,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,3,276.15,2.7967074,2.622,2.622,manual,6.66314,6.66314,0.011675151,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,0,273.15,3.2454984,3.038,3.038,manual,6.8301,6.8301,0.010076447,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-3,270.15,3.2665376,3.066,3.066,manual,6.54069,6.54069,0.0099844243,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-6,267.15,3.6199402,3.397,3.397,manual,6.56285,6.56285,0.0090115528,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-9,264.15,3.9424007,3.704,3.704,manual,6.4363,6.4363,0.008264645,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-12,261.15,4.7766782,4.506,4.506,manual,6.00706,6.00706,0.0067936629,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-15,258.15,5.0848679,4.806,4.806,manual,5.8025,5.8025,0.006369589,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-18,255.15,6.0169459,5.707,5.707,manual,5.43098,5.43098,0.0053639819,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-21,252.15,7.1130206,6.766,6.766,manual,5.12889,5.12889,0.0045244228,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-24,249.15,8.1888871,7.811,7.811,manual,4.83788,4.83788,0.0039191198,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-27,246.15,9.7359062,9.311,9.311,manual,4.56349,4.56349,0.0032877505,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-30,243.15,11.28049,10.82,10.82,manual,4.25592,4.25592,0.0028292278,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-33,240.15,13.150545,12.66,12.66,manual,3.87476,3.87476,0.0024180288,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-36,237.15,15.569326,15.06,15.06,manual,3.38198,3.38198,0.0020326856,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-39,234.15,21.067449,20.47,20.47,manual,2.91866,2.91866,0.0014954687,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-42,231.15,34.1742,33.34,33.34,manual,2.5021,2.5021,0.00091818371,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-45,228.15,37.307758,36.56,36.56,manual,2.04529,2.04529,0.00083731523,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-48,225.15,50.850595,50.06,50.06,manual,1.5793,1.5793,0.00061151108,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-51,222.15,70.834514,70.34,70.34,manual,0.703034,0.703034,0.00043520394,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-54,219.15,97.283525,96.91,96.91,manual,0.385435,0.385435,0.00031588324,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-57,216.15,141.62238,141.4,141.4,manual,0.157267,0.157267,0.00021649395,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-60,213.15,190.81787,193,193,manual,-1.13064,1.13064,0.00015861267,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
2026.4.28CS,corn-starch/PVA/attapulgite/H3PO4,-63,210.15,248.84879,253.4,253.4,manual,-1.79606,1.79606,0.00012080602,0.06,1.96,support/control,no,supporting branch or control sample,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,False
