row_id,sample_id,R,N,T_K,sigma_S_cm,rb_ohm,thickness_cm,area_cm2,ea_reported_eV,r2_reported,arc_visible,semicircle_visible,source_file,notes
34,S8-2-2-1,1.040816326530612,4.1386666666666665,274.15,0.0018195698246928,16.82669,0.12,3.919348,0.3139665207649121,0.8999179837286324,False,False,300-120K 3K-min,
35,S8-2-2-1,1.040816326530612,4.1386666666666665,282.15,0.0019387424036709,15.79237,0.12,3.919348,0.3139665207649121,0.8999123174515377,False,False,300-120K 3K-min,
36,S8-2-2-1,1.040816326530612,4.1386666666666665,291.15,0.0107925024815052,2.836908068905155,0.12,3.919348,0.3139665207649121,0.95,False,False,300-120K 3K-min,
37,S8-2-2-1,1.040816326530612,4.1386666666666665,299.15,0.0131447120902164,2.3292512733123667,0.12,3.919348,0.3139665207649121,0.95,False,False,300-120K 3K-min,
38,S8-2-2-2,1.040816326530612,4.1386666666666665,216.15,1.0276085009409766e-05,2979.474901718401,0.12,3.919348,0.841473760640406,0.95,False,False,300-120K 3K-min,
39,S8-2-2-2,1.040816326530612,4.1386666666666665,225.15,8.589195236723069e-05,356.4634,0.12,3.919348,0.841473760640406,0.8999474135756619,False,False,300-120K 3K-min,
40,S8-2-2-2,1.040816326530612,4.1386666666666665,234.15,0.0003284282288494,93.22383,0.12,3.919348,0.841473760640406,0.8999903653941791,False,False,300-120K 3K-min,
41,S8-2-2-2,1.040816326530612,4.1386666666666665,242.15,0.0006543048654929,46.79368745086984,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
42,S8-2-2-2,1.040816326530612,4.1386666666666665,250.15,0.0012920574443238,23.696575959503157,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
43,S8-2-2-2,1.040816326530612,4.1386666666666665,258.15,0.0022538796251418,13.584282422152,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
44,S8-2-2-2,1.040816326530612,4.1386666666666665,267.15,0.0035817170047993,8.548229056744429,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
45,S8-2-2-2,1.040816326530612,4.1386666666666665,274.15,0.0051621952193348,5.9310692588270575,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
46,S8-2-2-2,1.040816326530612,4.1386666666666665,283.15,0.0068122583799477,4.494447460123468,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
47,S8-2-2-2,1.040816326530612,4.1386666666666665,291.15,0.0082069696704493,3.730650727722825,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
48,S8-2-2-2,1.040816326530612,4.1386666666666665,299.15,0.0090559594988099,3.380904848070989,0.12,3.919348,0.2890118358744416,0.95,False,False,300-120K 3K-min,
49,S8-3-1-1,0.3865699438677833,3.892,190.15,2.560851642823061e-06,11955.92,0.12,3.919348,1.2086589922176374,0.8989426299661064,False,False,300-120K 3K-min,
50,S8-3-1-1,0.3865699438677833,3.892,199.15,7.180725971548788e-05,426.3822,0.12,3.919348,1.2086589922176374,0.8999794799531973,False,False,300-120K 3K-min,
51,S8-3-1-1,0.3865699438677833,3.892,207.15,0.000287783977568,106.39,0.12,3.919348,0.2607502339827305,0.8999960410372313,False,False,300-120K 3K-min,
52,S8-3-1-1,0.3865699438677833,3.892,216.15,0.0005867637842173,52.18000530536705,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
53,S8-3-1-1,0.3865699438677833,3.892,224.15,0.0011083908524004,27.62323173919375,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
54,S8-3-1-1,0.3865699438677833,3.892,232.15,0.0018038182941603,16.973626153244382,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
55,S8-3-1-1,0.3865699438677833,3.892,241.15,0.0024748572498677,12.371354903438348,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
56,S8-3-1-1,0.3865699438677833,3.892,249.15,0.0031097969879466,9.845445696980022,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
57,S8-3-1-1,0.3865699438677833,3.892,257.15,0.0045319206449246,6.755929719941058,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
58,S8-3-1-1,0.3865699438677833,3.892,266.15,0.0093621067201811,3.2703469730228223,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
59,S8-3-1-1,0.3865699438677833,3.892,273.15,0.0112862167435539,2.712807849534528,0.12,3.919348,0.2607502339827305,0.95,False,False,300-120K 3K-min,
60,S8-3-1-1,0.3865699438677833,3.892,282.15,0.0125192429323393,2.445622114606566,0.12,3.919348,0.0387896860970522,0.95,False,False,300-120K 3K-min,
61,S8-3-1-1,0.3865699438677833,3.892,291.15,0.0133257707947867,2.2976034816266666,0.12,3.919348,0.0387896860970522,0.95,False,False,300-120K 3K-min,
62,S8-3-1-1,0.3865699438677833,3.892,299.15,0.0136965144460598,2.235410877273892,0.12,3.919348,0.0387896860970522,0.95,False,False,300-120K 3K-min,
63,S8-3-1-2,0.3865699438677833,3.892,215.15,2.704138576205876e-05,1132.239954078821,0.12,3.919348,0.7629912258116134,0.95,False,False,300-150K 1K-min,
64,S8-3-1-2,0.3865699438677833,3.892,220.15,6.695872733938613e-05,457.25685941243273,0.12,3.919348,0.7629912258116134,0.95,False,False,300-150K 1K-min,
65,S8-3-1-2,0.3865699438677833,3.892,224.15,0.0001530445430258,200.0550739551255,0.12,3.919348,0.7629912258116134,0.95,False,False,300-150K 1K-min,
66,S8-3-1-2,0.3865699438677833,3.892,227.15,0.0002272988792543,134.70078459647564,0.12,3.919348,0.7629912258116134,0.95,False,False,300-150K 1K-min,
67,S8-3-1-2,0.3865699438677833,3.892,230.15,0.0003241403875425,94.4570271097103,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
68,S8-3-1-2,0.3865699438677833,3.892,233.15,0.000443018852125,69.11068733666501,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
69,S8-3-1-2,0.3865699438677833,3.892,236.15,0.0005826872837169,52.5450584371013,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
70,S8-3-1-2,0.3865699438677833,3.892,239.15,0.0007506620029823,40.787114908997744,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
71,S8-3-1-2,0.3865699438677833,3.892,242.15,0.000963809934965,31.766986687650387,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
72,S8-3-1-2,0.3865699438677833,3.892,245.15,0.001205126816413,25.405904969064387,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
73,S8-3-1-2,0.3865699438677833,3.892,247.15,0.0014809027800968,20.67477878018378,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
74,S8-3-1-2,0.3865699438677833,3.892,250.15,0.0017835954745624,17.166077067431868,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
75,S8-3-1-2,0.3865699438677833,3.892,253.15,0.0021207223435349,14.437221103837038,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
76,S8-3-1-2,0.3865699438677833,3.892,256.15,0.0024907645006568,12.29234532826645,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
77,S8-3-1-2,0.3865699438677833,3.892,258.15,0.0028928229003363,10.583896224653566,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
78,S8-3-1-2,0.3865699438677833,3.892,261.15,0.0033231101748039,9.213458405804191,0.12,3.919348,0.3889742016393215,0.95,False,False,300-150K 1K-min,
79,S8-3-1-2,0.3865699438677833,3.892,264.15,0.0037792766335676,8.101375036036519,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
80,S8-3-1-2,0.3865699438677833,3.892,267.15,0.004258334412095,7.189979557852007,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
81,S8-3-1-2,0.3865699438677833,3.892,269.15,0.004755721206057,6.438000893422022,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
82,S8-3-1-2,0.3865699438677833,3.892,272.15,0.0052715274349022,5.808058053676604,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
83,S8-3-1-2,0.3865699438677833,3.892,274.15,0.0058005092747384,5.27838779722353,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
84,S8-3-1-2,0.3865699438677833,3.892,277.15,0.0063382294685178,4.8305820301297375,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
85,S8-3-1-2,0.3865699438677833,3.892,280.15,0.0068729215308032,4.4547776715098015,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
86,S8-3-1-2,0.3865699438677833,3.892,283.15,0.0073977273137275,4.138749115102731,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
87,S8-3-1-2,0.3865699438677833,3.892,285.15,0.0079107414359619,3.8703499060500017,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
88,S8-3-1-2,0.3865699438677833,3.892,288.15,0.008399154283,3.6452881256665086,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
89,S8-3-1-2,0.3865699438677833,3.892,291.15,0.0088451326451798,3.461489906558492,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
90,S8-3-1-2,0.3865699438677833,3.892,294.15,0.0091955841754977,3.3295695835228374,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
91,S8-3-1-2,0.3865699438677833,3.892,297.15,0.0093684019482841,3.268149417849076,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
92,S8-3-1-2,0.3865699438677833,3.892,299.15,0.0092426903321446,3.31260014922049,0.12,3.919348,0.1790582740491368,0.95,False,False,300-150K 1K-min,
93,S8-3-10-1,0.458644786705142,4.926666666666667,188.15,4.201824421949964e-07,72866.77,0.12,3.919348,1.015453898988118,0.7554795113587054,True,True,300-150K 1K-min,
94,S8-3-10-1,0.458644786705142,4.926666666666667,193.15,2.793012425831964e-06,10962.12,0.12,3.919348,1.015453898988118,0.8988222397196162,False,False,300-150K 1K-min,
95,S8-3-10-1,0.458644786705142,4.926666666666667,197.15,1.072209924080662e-05,2855.535719809078,0.12,3.919348,1.015453898988118,0.95,False,False,300-150K 1K-min,
96,S8-3-10-1,0.458644786705142,4.926666666666667,201.15,2.6485196475018185e-05,1156.017,0.12,3.919348,1.015453898988118,0.8998638447759647,False,False,300-150K 1K-min,
97,S8-3-10-1,0.458644786705142,4.926666666666667,204.15,5.942048417634066e-05,515.2657,0.12,3.919348,1.015453898988118,0.8999351900626479,False,False,300-150K 1K-min,
98,S8-3-10-1,0.458644786705142,4.926666666666667,207.15,0.0001016533802139,301.1935,0.12,3.919348,0.4406007165533412,0.8999548571137654,False,False,300-150K 1K-min,
99,S8-3-10-1,0.458644786705142,4.926666666666667,210.15,0.0001683687617081,181.8469,0.12,3.919348,0.4406007165533412,0.8999713948084164,False,False,300-150K 1K-min,
100,S8-3-10-1,0.458644786705142,4.926666666666667,213.15,0.0002591943904631,118.125,0.12,3.919348,0.4406007165533412,0.899989405320844,False,False,300-150K 1K-min,
101,S8-3-10-1,0.458644786705142,4.926666666666667,216.15,0.0003687008500659,83.04113583678141,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
102,S8-3-10-1,0.458644786705142,4.926666666666667,218.15,0.0005113089003702,59.880313742416014,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
103,S8-3-10-1,0.458644786705142,4.926666666666667,221.15,0.0006956676292306,44.01144467124683,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
104,S8-3-10-1,0.458644786705142,4.926666666666667,224.15,0.0009278892045865,32.99675998181732,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
105,S8-3-10-1,0.458644786705142,4.926666666666667,227.15,0.0012081749676791,25.34180743065321,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
106,S8-3-10-1,0.458644786705142,4.926666666666667,230.15,0.0015517709299216,19.73057800161708,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
107,S8-3-10-1,0.458644786705142,4.926666666666667,232.15,0.0019406186746847,15.7771012785059,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
108,S8-3-10-1,0.458644786705142,4.926666666666667,235.15,0.0023826112646981,12.850328472421,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
109,S8-3-10-1,0.458644786705142,4.926666666666667,238.15,0.0028739469053922,10.653410929761822,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
110,S8-3-10-1,0.458644786705142,4.926666666666667,241.15,0.0034157307267494,8.963627353201298,0.12,3.919348,0.4406007165533412,0.95,False,False,300-150K 1K-min,
111,S8-3-10-1,0.458644786705142,4.926666666666667,243.15,0.0039982884251353,7.657610986987517,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
112,S8-3-10-1,0.458644786705142,4.926666666666667,246.15,0.0046167358753579,6.631814814636179,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
113,S8-3-10-1,0.458644786705142,4.926666666666667,249.15,0.005271977795458,5.807561898276341,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
114,S8-3-10-1,0.458644786705142,4.926666666666667,252.15,0.0059597280076537,5.137371593827933,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
115,S8-3-10-1,0.458644786705142,4.926666666666667,255.15,0.0066478186644561,4.605621620993184,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
116,S8-3-10-1,0.458644786705142,4.926666666666667,257.15,0.0073389817490634,4.171878118836879,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
117,S8-3-10-1,0.458644786705142,4.926666666666667,260.15,0.008022086970904,3.816629947357807,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
118,S8-3-10-1,0.458644786705142,4.926666666666667,263.15,0.0087007524804268,3.518929821568608,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
119,S8-3-10-1,0.458644786705142,4.926666666666667,266.15,0.0093665366886608,3.268800239743519,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
120,S8-3-10-1,0.458644786705142,4.926666666666667,269.15,0.0100198805505046,3.0556589191993115,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
121,S8-3-10-1,0.458644786705142,4.926666666666667,271.15,0.0106588742488209,2.872473833420801,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
122,S8-3-10-1,0.458644786705142,4.926666666666667,273.15,0.0112707459110929,2.716531595599779,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
123,S8-3-10-1,0.458644786705142,4.926666666666667,276.15,0.0118514977168252,2.583415033696085,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
124,S8-3-10-1,0.458644786705142,4.926666666666667,279.15,0.0125992227410905,2.4300973165278767,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
125,S8-3-10-1,0.458644786705142,4.926666666666667,282.15,0.0132546803269033,2.3099265028154905,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
126,S8-3-10-1,0.458644786705142,4.926666666666667,285.15,0.0138114388112362,2.2168101232546853,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
127,S8-3-10-1,0.458644786705142,4.926666666666667,288.15,0.0143213512417346,2.1378804874387414,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
128,S8-3-10-1,0.458644786705142,4.926666666666667,291.15,0.0148148411388116,2.0666666005111862,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
129,S8-3-10-1,0.458644786705142,4.926666666666667,293.15,0.0152871572420205,2.0028143158822123,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
130,S8-3-10-1,0.458644786705142,4.926666666666667,296.15,0.0157495741153501,1.9440104950914376,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
131,S8-3-10-1,0.458644786705142,4.926666666666667,299.15,0.0161458652544399,1.896295855995804,0.12,3.919348,0.1530803091191467,0.95,False,False,300-150K 1K-min,
132,S8-3-11-1,0.3079344114331621,4.492933333333334,208.15,1.3963941153635453e-07,219260.0,0.12,3.919348,0.956682959116511,0.8049979616088436,True,True,300-140K 0.3K-min,
133,S8-3-11-1,0.3079344114331621,4.492933333333334,210.15,2.286247671995817e-07,133919.6,0.12,3.919348,0.956682959116511,0.7824315804919488,True,True,300-140K 0.3K-min,
134,S8-3-11-1,0.3079344114331621,4.492933333333334,211.15,3.6180587525357673e-07,84623.66,0.12,3.919348,0.956682959116511,0.7488638824258486,True,True,300-140K 0.3K-min,
135,S8-3-11-1,0.3079344114331621,4.492933333333334,213.15,5.51513486298167e-07,55515.12,0.12,3.919348,0.956682959116511,0.7084060734269844,True,True,300-140K 0.3K-min,
136,S8-3-11-1,0.3079344114331621,4.492933333333334,215.15,8.54071064598189e-07,35848.7,0.12,3.919348,0.956682959116511,0.6440800206386441,False,False,300-140K 0.3K-min,
137,S8-3-11-1,0.3079344114331621,4.492933333333334,216.15,1.4335328548916234e-06,21357.96,0.12,3.919348,0.956682959116511,0.8978979545622373,False,False,300-140K 0.3K-min,
138,S8-3-11-1,0.3079344114331621,4.492933333333334,218.15,1.989496557290793e-06,15389.49,0.12,3.919348,0.956682959116511,0.8986388488637623,False,False,300-140K 0.3K-min,
139,S8-3-11-1,0.3079344114331621,4.492933333333334,219.15,2.780398932780096e-06,11011.850498319352,0.12,3.919348,0.956682959116511,0.95,False,False,300-140K 0.3K-min,
140,S8-3-11-1,0.3079344114331621,4.492933333333334,221.15,3.8760936482696265e-06,7899.019,0.12,3.919348,0.956682959116511,0.8990512907845792,False,False,300-140K 0.3K-min,
141,S8-3-11-1,0.3079344114331621,4.492933333333334,222.15,5.269412242728275e-06,5810.389463400335,0.12,3.919348,0.956682959116511,0.95,False,False,300-140K 0.3K-min,
142,S8-3-11-1,0.3079344114331621,4.492933333333334,223.15,7.031606483663895e-06,4354.245,0.12,3.919348,0.956682959116511,0.8995610472130761,False,False,300-140K 0.3K-min,
143,S8-3-11-1,0.3079344114331621,4.492933333333334,225.15,9.356124508229368e-06,3272.438,0.12,3.919348,0.956682959116511,0.8996953770269503,False,False,300-140K 0.3K-min,
144,S8-3-11-1,0.3079344114331621,4.492933333333334,226.15,1.2188503264733304e-05,2511.985,0.12,3.919348,0.956682959116511,0.899738288714304,False,False,300-140K 0.3K-min,
145,S8-3-11-1,0.3079344114331621,4.492933333333334,227.15,1.5823346775628013e-05,1934.947,0.12,3.919348,0.956682959116511,0.8997744365717776,False,False,300-140K 0.3K-min,
146,S8-3-11-1,0.3079344114331621,4.492933333333334,229.15,1.929088635751169e-05,1587.14,0.12,3.919348,0.956682959116511,0.899824562352328,False,False,300-140K 0.3K-min,
147,S8-3-11-1,0.3079344114331621,4.492933333333334,230.15,2.3816064697478637e-05,1285.575,0.12,3.919348,0.956682959116511,0.8998281575513907,False,False,300-140K 0.3K-min,
148,S8-3-11-1,0.3079344114331621,4.492933333333334,231.15,2.9008084857885063e-05,1055.476,0.12,3.919348,0.956682959116511,0.8998493029243223,False,False,300-140K 0.3K-min,
149,S8-3-11-1,0.3079344114331621,4.492933333333334,232.15,3.529650707514544e-05,867.4325,0.12,3.919348,0.956682959116511,0.8998795510005657,False,False,300-140K 0.3K-min,
150,S8-3-11-1,0.3079344114331621,4.492933333333334,233.15,4.20685243098913e-05,727.7968,0.12,3.919348,0.5537340621763314,0.8999186702003977,False,False,300-140K 0.3K-min,
151,S8-3-11-1,0.3079344114331621,4.492933333333334,234.15,4.890358650587844e-05,626.0755,0.12,3.919348,0.5537340621763314,0.8999229777018039,False,False,300-140K 0.3K-min,
152,S8-3-11-1,0.3079344114331621,4.492933333333334,235.15,5.653589718188008e-05,541.5557,0.12,3.919348,0.5537340621763314,0.8999270702287555,False,False,300-140K 0.3K-min,
153,S8-3-11-1,0.3079344114331621,4.492933333333334,236.15,6.645104164546631e-05,460.7503,0.12,3.919348,0.5537340621763314,0.8999378284429315,False,False,300-140K 0.3K-min,
154,S8-3-11-1,0.3079344114331621,4.492933333333334,237.15,7.531201088370686e-05,406.5399,0.12,3.919348,0.5537340621763314,0.8999786703190903,False,False,300-140K 0.3K-min,
155,S8-3-11-1,0.3079344114331621,4.492933333333334,238.15,8.53457790680643e-05,358.7446,0.12,3.919348,0.5537340621763314,0.8999648427401418,False,False,300-140K 0.3K-min,
156,S8-3-11-1,0.3079344114331621,4.492933333333334,239.15,9.610812185341292e-05,318.5718,0.12,3.919348,0.5537340621763314,0.8999504591909919,False,False,300-140K 0.3K-min,
157,S8-3-11-1,0.3079344114331621,4.492933333333334,240.15,0.0001085483300945,282.0618,0.12,3.919348,0.5537340621763314,0.8999530172680296,False,False,300-140K 0.3K-min,
158,S8-3-11-1,0.3079344114331621,4.492933333333334,241.15,0.0001229718123189,248.9785,0.12,3.919348,0.5537340621763314,0.8999571346584316,False,False,300-140K 0.3K-min,
159,S8-3-11-1,0.3079344114331621,4.492933333333334,242.15,0.0001382654592305,221.4388,0.12,3.919348,0.5537340621763314,0.8999667298053696,False,False,300-140K 0.3K-min,
