segment_id,sample_id,T_min_K,T_max_K,n_points,segment_label,arrhenius_ea_eV,arrhenius_ln_sigma0,arrhenius_r2,arrhenius_aic,vtf_params,vtf_aic,piecewise_model_params,quality_flags
S8-3-2-2::single,S8-3-2-2,235.15,278.15,13,single,0.2964520629332252,3.250535553380683,0.9755954858023341,-52.19863623101785,{},,{},[]
S8-3-2-2::piecewise_low,S8-3-2-2,235.15,253.15,5,piecewise_low,0.39014800614864503,7.694452508162269,,,{},,{'T_break_K': 257.15},[]
S8-3-2-2::piecewise_high,S8-3-2-2,257.15,278.15,8,piecewise_high,0.21319341724007573,-0.351708658869572,,,{},,{'T_break_K': 257.15},[]
S8-3-2-2::vtf,S8-3-2-2,235.15,278.15,13,vtf,,,,,"{'B': 205.16592139936915, 'T0': 191.77065313862178, 'ln_sigma0': -6.879182766176545}",-81.64046682732618,{},[]
S8-3-2-3::single,S8-3-2-3,197.15,299.15,13,single,0.30606349834551816,7.730931567876153,0.8669387016182297,-2.7262686097006332,{},,{},[]
S8-3-2-3::piecewise_low,S8-3-2-3,197.15,223.15,4,piecewise_low,0.67775269874213,28.11262608384255,,,{},,{'T_break_K': 231.15},[]
S8-3-2-3::piecewise_high,S8-3-2-3,231.15,299.15,9,piecewise_high,0.16292813038309054,1.4909346901780545,,,{},,{'T_break_K': 231.15},[]
S8-3-2-3::vtf,S8-3-2-3,197.15,299.15,13,vtf,,,,,"{'B': 190.4977243119397, 'T0': 175.3159936401275, 'ln_sigma0': -3.4299656496171154}",-61.80817393943213,{},[]
S8-3-2-4::single,S8-3-2-4,207.15,299.15,12,single,0.3834888501336912,11.027020642324317,0.907942097692499,-5.022064372811168,{},,{},[]
S8-3-2-4::piecewise_low,S8-3-2-4,207.15,233.15,4,piecewise_low,0.7424802796589337,29.857222429600384,,,{},,{'T_break_K': 242.15},[]
S8-3-2-4::piecewise_high,S8-3-2-4,242.15,299.15,8,piecewise_high,0.2298311977784332,4.450110540753251,,,{},,{'T_break_K': 242.15},[]
S8-3-2-4::vtf,S8-3-2-4,207.15,299.15,12,vtf,,,,,"{'B': 275.43543541962555, 'T0': 178.73279324824367, 'ln_sigma0': -2.3148217002604077}",-57.20032827344305,{},[]
S8-3-2-5::single,S8-3-2-5,198.15,299.15,13,single,0.4004113566248658,11.96329792591867,0.8906790877989387,0.8852197457527049,{},,{},[]
S8-3-2-5::piecewise_low,S8-3-2-5,198.15,225.15,4,piecewise_low,0.8214204532142793,34.85845877293839,,,{},,{'T_break_K': 233.15},[]
S8-3-2-5::piecewise_high,S8-3-2-5,233.15,299.15,9,piecewise_high,0.22301626973001673,4.271485521907609,,,{},,{'T_break_K': 233.15},[]
S8-3-2-5::vtf,S8-3-2-5,198.15,299.15,13,vtf,,,,,"{'B': 304.3380507036691, 'T0': 171.62884316873888, 'ln_sigma0': -2.120835410470655}",-65.76657280957501,{},[]
S8-3-20-1-1::single,S8-3-20-1-1,193.15,299.15,38,single,0.36050491973727555,11.120349330371122,0.9131515483952248,-26.307836254603238,{},,{},[]
S8-3-20-1-1::piecewise_low,S8-3-20-1-1,193.15,227.15,12,piecewise_low,0.6633885872105584,27.59966811249758,,,{},,{'T_break_K': 230.15},[]
S8-3-20-1-1::piecewise_high,S8-3-20-1-1,230.15,299.15,26,piecewise_high,0.20811663917919,4.477196321930091,,,{},,{'T_break_K': 230.15},[]
S8-3-20-1-1::vtf,S8-3-20-1-1,193.15,299.15,38,vtf,,,,,"{'B': 376.110586205637, 'T0': 161.8335843344805, 'ln_sigma0': -0.9057115894472754}",-156.35639362075003,{},[]
S8-3-21-1-1::single,S8-3-21-1-1,200.15,299.15,35,single,0.42186690457847703,13.126314716530585,0.9283470457446685,-27.95758447803778,{},,{},[]
S8-3-21-1-1::piecewise_low,S8-3-21-1-1,200.15,230.15,10,piecewise_low,0.7673288632678004,31.450964303680863,,,{},,{'T_break_K': 233.15},[]
S8-3-21-1-1::piecewise_high,S8-3-21-1-1,233.15,299.15,25,piecewise_high,0.2761234991541386,6.820445784706945,,,{},,{'T_break_K': 233.15},[]
S8-3-21-1-1::vtf,S8-3-21-1-1,200.15,299.15,35,vtf,,,,,"{'B': 440.13666563456263, 'T0': 165.77810059422202, 'ln_sigma0': -0.725536877149858}",-176.64316513881397,{},[]
S8-3-22-1-1::single,S8-3-22-1-1,201.15,299.15,35,single,0.41417678414701714,12.452649195017749,0.9351647841141699,-33.18660882609405,{},,{},[]
S8-3-22-1-1::piecewise_low,S8-3-22-1-1,201.15,233.15,11,piecewise_low,0.7056872464408444,27.83764120757895,,,{},,{'T_break_K': 236.15},[]
S8-3-22-1-1::piecewise_high,S8-3-22-1-1,236.15,299.15,24,piecewise_high,0.2680976981091863,6.151454200504184,,,{},,{'T_break_K': 236.15},[]
S8-3-22-1-1::vtf,S8-3-22-1-1,201.15,299.15,35,vtf,,,,,"{'B': 444.2778168477235, 'T0': 165.1202867183058, 'ln_sigma0': -1.0485794390195877}",-198.671212728526,{},[]
S8-3-23-2-1::single,S8-3-23-2-1,215.15,299.15,28,single,0.5299488107954338,15.091637641032397,0.9593553945253195,-38.49562925044699,{},,{},[]
S8-3-23-2-1::piecewise_low,S8-3-23-2-1,215.15,247.15,9,piecewise_low,0.7822294628354729,27.643512832541706,,,{},,{'T_break_K': 251.15},[]
S8-3-23-2-1::piecewise_high,S8-3-23-2-1,251.15,299.15,19,piecewise_high,0.3656632964705978,8.171748401599949,,,{},,{'T_break_K': 251.15},[]
S8-3-23-2-1::vtf,S8-3-23-2-1,215.15,299.15,28,vtf,,,,,"{'B': 637.0463360115951, 'T0': 168.55621314142212, 'ln_sigma0': -1.2075237159026095}",-147.73665370090166,{},[]
S8-3-25-1-1::single,S8-3-25-1-1,209.15,299.15,32,single,0.45522536493031734,14.148844098220529,0.9431428838527186,-36.790571733422105,{},,{},[]
S8-3-25-1-1::piecewise_low,S8-3-25-1-1,209.15,239.15,10,piecewise_low,0.7566739143636527,29.54619595729189,,,{},,{'T_break_K': 241.15},[]
S8-3-25-1-1::piecewise_high,S8-3-25-1-1,241.15,299.15,22,piecewise_high,0.30665501631210784,7.809601501823867,,,{},,{'T_break_K': 241.15},[]
S8-3-25-1-1::vtf,S8-3-25-1-1,209.15,299.15,32,vtf,,,,,"{'B': 476.52906651257086, 'T0': 170.591792564749, 'ln_sigma0': -0.48747901654263276}",-166.23470974423444,{},[]
S8-3-27-1-1::single,S8-3-27-1-1,272.15,299.15,11,single,0.15776408003357362,-2.381489618411885,0.9649254249581238,-66.66937664481756,{},,{},[]
S8-3-27-1-1::piecewise_low,S8-3-27-1-1,272.15,283.15,5,piecewise_low,0.2158436169483244,0.04737498015334363,,,{},,{'T_break_K': 286.15},[]
S8-3-27-1-1::piecewise_high,S8-3-27-1-1,286.15,299.15,6,piecewise_high,0.10623251965657698,-4.423963558524615,,,{},,{'T_break_K': 286.15},[]
S8-3-27-1-1::vtf,S8-3-27-1-1,272.15,299.15,11,vtf,,,,,"{'B': 29.323394187569512, 'T0': 247.5939473623313, 'ln_sigma0': -7.980862986191988}",-91.1110858207083,{},[]
S8-3-28-1-1::single,S8-3-28-1-1,212.15,299.15,31,single,0.5334704971751095,17.72176264740716,0.9074442657675611,-11.570950541684937,{},,{},[]
S8-3-28-1-1::piecewise_low,S8-3-28-1-1,212.15,258.15,16,piecewise_low,0.7949887317212093,30.717219819132655,,,{},,{'T_break_K': 260.15},[]
S8-3-28-1-1::piecewise_high,S8-3-28-1-1,260.15,299.15,15,piecewise_high,0.10777746634031878,-0.0948350918151504,,,{},,{'T_break_K': 260.15},[]
S8-3-28-1-1::vtf,S8-3-28-1-1,212.15,299.15,31,vtf,,,,,"{'B': 470.0107258521964, 'T0': 177.61839125618374, 'ln_sigma0': 0.07469687836499957}",-58.90714508987752,{},[]
S8-3-29-1-1::single,S8-3-29-1-1,268.15,299.15,11,single,0.19421082920734853,-1.6573261481764732,0.9860990462929866,-69.82512734699,{},,{},[]
S8-3-29-1-1::piecewise_low,S8-3-29-1-1,268.15,277.15,4,piecewise_low,0.2594332891120393,1.1094843623246975,,,{},,{'T_break_K': 281.15},[]
S8-3-29-1-1::piecewise_high,S8-3-29-1-1,281.15,299.15,7,piecewise_high,0.16523964601933477,-2.812497823111856,,,{},,{'T_break_K': 281.15},[]
S8-3-29-1-1::vtf,S8-3-29-1-1,268.15,299.15,11,vtf,,,,,"{'B': 112.98434646768604, 'T0': 218.8703968229872, 'ln_sigma0': -7.826665866361958}",-83.73136716302643,{},[]
S8-3-3-1::single,S8-3-3-1,199.15,299.15,13,single,0.32666432071306023,8.914682440039863,0.9002881995228966,-5.878549687380139,{},,{},[]
S8-3-3-1::piecewise_low,S8-3-3-1,199.15,225.15,4,piecewise_low,0.6476610583872097,26.343039440245562,,,{},,{'T_break_K': 233.15},[]
S8-3-3-1::piecewise_high,S8-3-3-1,233.15,299.15,9,piecewise_high,0.19106934086608676,3.040732204042806,,,{},,{'T_break_K': 233.15},[]
S8-3-3-1::vtf,S8-3-3-1,199.15,299.15,13,vtf,,,,,"{'B': 250.9198525308929, 'T0': 171.82565733990143, 'ln_sigma0': -2.536945995416323}",-56.08877524977827,{},[]
S8-3-31-1-1::single,S8-3-31-1-1,190.15,299.15,39,single,0.3472794009544497,10.560350938010325,0.9026367045499207,-21.37299516199944,{},,{},[]
S8-3-31-1-1::piecewise_low,S8-3-31-1-1,190.15,224.15,12,piecewise_low,0.6621277630828908,27.952971508279226,,,{},,{'T_break_K': 227.15},[]
S8-3-31-1-1::piecewise_high,S8-3-31-1-1,227.15,299.15,27,piecewise_high,0.1961949528078576,3.9365027496718152,,,{},,{'T_break_K': 227.15},[]
S8-3-31-1-1::vtf,S8-3-31-1-1,190.15,299.15,39,vtf,,,,,"{'B': 340.348844223609, 'T0': 161.6184591038759, 'ln_sigma0': -1.274685524980659}",-180.44034953110048,{},[]
S8-3-32-1-1::single,S8-3-32-1-1,196.15,299.15,37,single,0.3696057062952255,11.507980363069873,0.8986294552810711,-19.74622375814866,{},,{},[]
S8-3-32-1-1::piecewise_low,S8-3-32-1-1,196.15,227.15,11,piecewise_low,0.7196444492015815,30.414318931613096,,,{},,{'T_break_K': 230.15},[]
S8-3-32-1-1::piecewise_high,S8-3-32-1-1,230.15,299.15,26,piecewise_high,0.20724355750080625,4.447199173102998,,,{},,{'T_break_K': 230.15},[]
S8-3-32-1-1::vtf,S8-3-32-1-1,196.15,299.15,37,vtf,,,,,"{'B': 319.764582636101, 'T0': 168.69368030413807, 'ln_sigma0': -1.2155386379498871}",-157.70535724523404,{},[]
S8-3-33-1-1::single,S8-3-33-1-1,193.15,299.15,37,single,0.41511670209027857,13.299213084786011,0.9304075329378021,-25.163981764986318,{},,{},[]
S8-3-33-1-1::piecewise_low,S8-3-33-1-1,193.15,249.15,19,piecewise_low,0.5771047343553057,21.863455506646872,,,{},,{'T_break_K': 252.15},[]
S8-3-33-1-1::piecewise_high,S8-3-33-1-1,252.15,299.15,18,piecewise_high,0.135029037375524,1.364319731925751,,,{},,{'T_break_K': 252.15},[]
S8-3-33-1-1::vtf,S8-3-33-1-1,193.15,299.15,37,vtf,,,,,"{'B': 562.3296197958997, 'T0': 153.30579131652365, 'ln_sigma0': 0.2867370462138533}",-104.93813337706261,{},[]
S8-3-35-1-1::single,S8-3-35-1-1,216.15,299.15,29,single,0.49131832355283045,14.352910834156441,0.9586867782006615,-44.888645326153686,{},,{},[]
S8-3-35-1-1::piecewise_low,S8-3-35-1-1,216.15,245.15,9,piecewise_low,0.756439339450523,27.530735414716293,,,{},,{'T_break_K': 248.15},[]
S8-3-35-1-1::piecewise_high,S8-3-35-1-1,248.15,299.15,20,piecewise_high,0.35238623737832653,8.487952285745099,,,{},,{'T_break_K': 248.15},[]
S8-3-35-1-1::vtf,S8-3-35-1-1,216.15,299.15,29,vtf,,,,,"{'B': 569.7413418639275, 'T0': 170.61290342152625, 'ln_sigma0': -0.8475997958180106}",-155.19884765423402,{},[]
S8-3-37-1-1::single,S8-3-37-1-1,233.15,267.15,13,single,0.3641314323294216,8.570832881245689,0.987879006056831,-60.67893287252848,{},,{},[]
S8-3-37-1-1::piecewise_low,S8-3-37-1-1,233.15,242.15,4,piecewise_low,0.4965055521981622,15.007311886902777,,,{},,{'T_break_K': 245.15},[]
S8-3-37-1-1::piecewise_high,S8-3-37-1-1,245.15,267.15,9,piecewise_high,0.31755939424231777,6.473006444094627,,,{},,{'T_break_K': 245.15},[]
S8-3-37-1-1::vtf,S8-3-37-1-1,233.15,267.15,13,vtf,,,,,"{'B': 283.89196171544614, 'T0': 183.7756328011929, 'ln_sigma0': -3.960197767495878}",-91.77835146695085,{},[]
S8-3-38-1-1::single,S8-3-38-1-1,189.15,299.15,39,single,0.34591510339466996,10.286489334953329,0.8850301064329762,-14.65793356953373,{},,{},[]
S8-3-38-1-1::piecewise_low,S8-3-38-1-1,189.15,224.15,12,piecewise_low,0.6874817873004477,29.141486842572217,,,{},,{'T_break_K': 227.15},[]
S8-3-38-1-1::piecewise_high,S8-3-38-1-1,227.15,299.15,27,piecewise_high,0.17952307785688343,2.9895105519929035,,,{},,{'T_break_K': 227.15},[]
S8-3-38-1-1::vtf,S8-3-38-1-1,189.15,299.15,39,vtf,,,,,"{'B': 329.1124663320956, 'T0': 162.37373755509913, 'ln_sigma0': -1.5778853882693185}",-142.29840125418028,{},[]
S8-3-4-1::single,S8-3-4-1,199.15,249.15,7,single,0.5903370135632503,23.160370105348676,0.9569233026064035,-3.0811232564336173,{},,{},[]
S8-3-4-1::vtf,S8-3-4-1,199.15,249.15,7,vtf,,,,,"{'B': 375.8450899746174, 'T0': 167.0776706084374, 'ln_sigma0': -0.3249986679159019}",-31.37851046409059,{},[]
S8-3-5-1::single,S8-3-5-1,199.15,299.15,13,single,0.38472945930537117,11.366757112003686,0.8967381386317836,-1.29088398310891,{},,{},[]
S8-3-5-1::piecewise_low,S8-3-5-1,199.15,225.15,4,piecewise_low,0.7790601412620676,32.736935599232474,,,{},,{'T_break_K': 233.15},[]
S8-3-5-1::piecewise_high,S8-3-5-1,233.15,299.15,9,piecewise_high,0.22133803363094576,4.291828989332122,,,{},,{'T_break_K': 233.15},[]
S8-3-5-1::vtf,S8-3-5-1,199.15,299.15,13,vtf,,,,,"{'B': 301.3967199158629, 'T0': 171.5433664240776, 'ln_sigma0': -2.063687091297631}",-54.82198290215279,{},[]
S8-3-6-1::single,S8-3-6-1,198.15,299.15,19,single,0.33340883102265406,9.516908879587353,0.9262442838181036,-17.464395739972918,{},,{},[]
S8-3-6-1::piecewise_low,S8-3-6-1,198.15,227.15,6,piecewise_low,0.5877864652810041,23.271627487802895,,,{},,{'T_break_K': 233.15},[]
S8-3-6-1::piecewise_high,S8-3-6-1,233.15,299.15,13,piecewise_high,0.2101788699112061,4.173845451242991,,,{},,{'T_break_K': 233.15},[]
S8-3-6-1::vtf,S8-3-6-1,198.15,299.15,19,vtf,,,,,"{'B': 331.76600551359866, 'T0': 164.573962279586, 'ln_sigma0': -1.6393174238318715}",-86.25557170743049,{},[]
S8-3-6-2::single,S8-3-6-2,201.15,299.15,35,single,0.3972619069347558,11.59447721395785,0.9324790602565193,-35.0486946760802,{},,{},[]
S8-3-6-2::piecewise_low,S8-3-6-2,201.15,231.15,10,piecewise_low,0.7029813542331926,27.747908061414808,,,{},,{'T_break_K': 234.15},[]
S8-3-6-2::piecewise_high,S8-3-6-2,234.15,299.15,25,piecewise_high,0.26209929002059873,5.757560306346073,,,{},,{'T_break_K': 234.15},[]
S8-3-6-2::vtf,S8-3-6-2,201.15,299.15,35,vtf,,,,,"{'B': 424.63228266750826, 'T0': 165.38980214341686, 'ln_sigma0': -1.357890500465225}",-180.16736980429616,{},[]
S8-3-6-3::single,S8-3-6-3,190.15,299.15,14,single,0.3275586526287468,9.564999770778686,0.8876967950692497,-1.4313843572122051,{},,{},[]
S8-3-6-3::piecewise_low,S8-3-6-3,190.15,216.15,4,piecewise_low,0.6976091868138743,30.48907874095581,,,{},,{'T_break_K': 224.15},[]
S8-3-6-3::piecewise_high,S8-3-6-3,224.15,299.15,10,piecewise_high,0.1920152385151936,3.604267484301419,,,{},,{'T_break_K': 224.15},[]
S8-3-6-3::vtf,S8-3-6-3,190.15,299.15,14,vtf,,,,,"{'B': 268.3205801276502, 'T0': 164.43609835073292, 'ln_sigma0': -2.034522828948084}",-54.258126703723065,{},[]
S8-3-7-1::single,S8-3-7-1,195.15,299.15,37,single,0.3730835754371505,10.807198247507879,0.9283408829743478,-33.40081712373756,{},,{},[]
S8-3-7-1::piecewise_low,S8-3-7-1,195.15,225.15,10,piecewise_low,0.6920808645876507,28.112860452752912,,,{},,{'T_break_K': 228.15},[]
S8-3-7-1::piecewise_high,S8-3-7-1,228.15,299.15,27,piecewise_high,0.25021531313519474,5.4471122033527735,,,{},,{'T_break_K': 228.15},[]
S8-3-7-1::vtf,S8-3-7-1,195.15,299.15,37,vtf,,,,,"{'B': 415.3848973560568, 'T0': 160.82996940836023, 'ln_sigma0': -1.4141736500143598}",-188.9506056980068,{},[]
S8-3-7-2::single,S8-3-7-2,199.15,299.15,13,single,0.3123630961872425,8.290024570689946,0.9191674557657478,-10.078437444051756,{},,{},[]
S8-3-7-2::piecewise_low,S8-3-7-2,199.15,225.15,4,piecewise_low,0.5671495191787147,22.064611911554472,,,{},,{'T_break_K': 233.15},[]
S8-3-7-2::piecewise_high,S8-3-7-2,233.15,299.15,9,piecewise_high,0.1877419316251784,2.9033936332162065,,,{},,{'T_break_K': 233.15},[]
S8-3-7-2::vtf,S8-3-7-2,199.15,299.15,13,vtf,,,,,"{'B': 300.4317135287489, 'T0': 165.77531725767085, 'ln_sigma0': -2.208192208174809}",-55.532730100240904,{},[]
S8-3-8-2::single,S8-3-8-2,191.15,299.15,38,single,0.44021835555662714,14.65782675783114,0.8702608529743097,7.462901334727936,{},,{},[]
S8-3-8-2::piecewise_low,S8-3-8-2,191.15,224.15,11,piecewise_low,0.9121946058799781,40.56977038552244,,,{},,{'T_break_K': 227.15},[]
S8-3-8-2::piecewise_high,S8-3-8-2,227.15,299.15,27,piecewise_high,0.22446834072633962,5.209011952926803,,,{},,{'T_break_K': 227.15},[]
S8-3-8-2::vtf,S8-3-8-2,191.15,299.15,38,vtf,,,,,"{'B': 368.35601405644314, 'T0': 166.77381725596828, 'ln_sigma0': -0.757627855475386}",-124.87152294199616,{},[]
S8-3-9-2::single,S8-3-9-2,201.15,299.15,35,single,0.3820116789794882,11.059402816432199,0.9330486579825021,-38.359106262728616,{},,{},[]
S8-3-9-2::piecewise_low,S8-3-9-2,201.15,233.15,11,piecewise_low,0.6596232652725681,25.674804896536155,,,{},,{'T_break_K': 236.15},[]
S8-3-9-2::piecewise_high,S8-3-9-2,236.15,299.15,24,piecewise_high,0.24478786276707673,5.144790854013413,,,{},,{'T_break_K': 236.15},[]
S8-3-9-2::vtf,S8-3-9-2,201.15,299.15,35,vtf,,,,,"{'B': 413.65369213177075, 'T0': 165.17758330554426, 'ln_sigma0': -1.3500278420135672}",-172.378930087888,{},[]
S8-3-9-3::single,S8-3-9-3,188.15,299.15,40,single,0.3117647775112827,9.030343655362058,0.8939342080635895,-24.39939711620837,{},,{},[]
S8-3-9-3::piecewise_low,S8-3-9-3,188.15,224.15,13,piecewise_low,0.5918163352153791,24.60033551374949,,,{},,{'T_break_K': 227.15},[]
S8-3-9-3::piecewise_high,S8-3-9-3,227.15,299.15,27,piecewise_high,0.16119091800679505,2.418225617370303,,,{},,{'T_break_K': 227.15},[]
S8-3-9-3::vtf,S8-3-9-3,188.15,299.15,40,vtf,,,,,"{'B': 299.1346678679108, 'T0': 160.96786425567407, 'ln_sigma0': -1.6920878228441323}",-173.64491970150422,{},[]
S8-3-9-4::single,S8-3-9-4,203.15,299.15,8,single,0.29087705976974687,7.484273171399701,0.9025264304308477,-2.4530613579559994,{},,{},[]
S8-3-9-4::piecewise_low,S8-3-9-4,203.15,244.15,4,piecewise_low,0.45434239692051276,16.12344676765678,,,{},,{'T_break_K': 258.15},[]
S8-3-9-4::piecewise_high,S8-3-9-4,258.15,299.15,4,piecewise_high,0.1038805029793275,-0.43443409763058505,,,{},,{'T_break_K': 258.15},[]
S8-3-9-4::vtf,S8-3-9-4,203.15,299.15,8,vtf,,,,,"{'B': 211.24249163985937, 'T0': 174.86153710573754, 'ln_sigma0': -2.7092616599250268}",-30.484412467870612,{},[]
