sample_id,T_K,R,N,arc_visible,semicircle_visible,rb_ohm,kk_residual,morphology_quality_flag,arc_diameter_ohm,characteristic_frequency,nyquist_peak_ratio,median_zimag_ohm
S8-3-1-2,224.15,0.3865699438677833,3.892,False,False,200.0550739551255,,no_arc_no_semicircle,1110.348,4.734848,1.2261047887689256,28.74927
S8-3-1-2,227.15,0.3865699438677833,3.892,False,False,134.70078459647564,,no_arc_no_semicircle,1011.6037,4.734848,1.2567797053332237,27.39783
S8-3-1-2,230.15,0.3865699438677833,3.892,False,False,94.4570271097103,,no_arc_no_semicircle,983.84882,4.734848,1.2269029300660226,26.44534
S8-3-1-2,233.15,0.3865699438677833,3.892,False,False,69.11068733666501,,no_arc_no_semicircle,987.8674,4.734848,1.171906270011541,25.69366
S8-3-1-2,236.15,0.3865699438677833,3.892,False,False,52.5450584371013,,no_arc_no_semicircle,1002.33675,4.734848,1.113274555682009,25.04683
S8-3-1-2,239.15,0.3865699438677833,3.892,False,False,40.787114908997744,,no_arc_no_semicircle,1018.44299,4.734848,1.0598531391531292,24.45494
S8-3-1-2,242.15,0.3865699438677833,3.892,False,False,31.766986687650387,,no_arc_no_semicircle,1032.15438,4.734848,1.0122545815287818,23.88047
S8-3-1-2,245.15,0.3865699438677833,3.892,False,False,25.405904969064387,,no_arc_no_semicircle,1037.61971,4.734848,0.9764232408422534,23.37548
S8-3-1-2,247.15,0.3865699438677833,3.892,False,False,20.67477878018378,,no_arc_no_semicircle,1039.7199999999998,4.734848,0.9451371523102368,22.87504
S8-3-1-2,250.15,0.3865699438677833,3.892,False,False,17.166077067431868,,no_arc_no_semicircle,1038.00968,4.734848,0.9189991368866608,22.41601
S8-3-1-2,253.15,0.3865699438677833,3.892,False,False,14.437221103837038,,no_arc_no_semicircle,1033.89887,4.734848,0.8962668660233657,21.98378
S8-3-1-2,256.15,0.3865699438677833,3.892,False,False,12.29234532826645,,no_arc_no_semicircle,1030.52086,4.734848,0.8719044270486668,21.5713
S8-3-1-2,258.15,0.3865699438677833,3.892,False,False,10.583896224653566,,no_arc_no_semicircle,1029.04396,4.734848,0.8472040397574456,21.18335
S8-3-1-2,261.15,0.3865699438677833,3.892,False,False,9.213458405804191,,no_arc_no_semicircle,1030.23023,4.734848,0.820489610366024,20.81669
S8-3-1-2,264.15,0.3865699438677833,3.892,False,False,8.101375036036519,,no_arc_no_semicircle,1036.975993,4.734848,0.7895411326074925,20.46555
S8-3-1-2,267.15,0.3865699438677833,3.892,False,False,7.189979557852007,,no_arc_no_semicircle,1049.997282,4.734848,0.7563634817104216,20.12855
S8-3-1-2,269.15,0.3865699438677833,3.892,False,False,6.438000893422022,,no_arc_no_semicircle,1069.145622,4.734848,0.7212600268216777,19.80516
S8-3-1-2,272.15,0.3865699438677833,3.892,False,False,5.808058053676604,,no_arc_no_semicircle,1094.362104,4.734848,0.6832639738409649,19.49148
S8-3-1-2,274.15,0.3865699438677833,3.892,False,False,5.27838779722353,,no_arc_no_semicircle,1125.660216,4.734848,0.6442350806151254,19.18602
S8-3-1-2,277.15,0.3865699438677833,3.892,False,False,4.8305820301297375,,no_arc_no_semicircle,1161.262199,4.734848,0.6063101861115514,18.89078
S8-3-1-2,280.15,0.3865699438677833,3.892,False,False,4.4547776715098015,,no_arc_no_semicircle,1201.736814,4.734848,0.5685616784308644,18.60281
S8-3-1-2,283.15,0.3865699438677833,3.892,False,False,4.138749115102731,,no_arc_no_semicircle,1240.378881,4.734848,0.5350753791171647,18.32994
S8-3-1-2,285.15,0.3865699438677833,3.892,False,False,3.8703499060500017,,no_arc_no_semicircle,1274.60992,4.734848,0.5058191450447831,18.0706
S8-3-1-2,288.15,0.3865699438677833,3.892,False,False,3.6452881256665086,,no_arc_no_semicircle,1298.172907,4.734848,0.4825980396153805,17.82457
S8-3-1-2,291.15,0.3865699438677833,3.892,False,False,3.461489906558492,,no_arc_no_semicircle,1312.666311,4.734848,0.462423157289362,17.5788
S8-3-1-2,294.15,0.3865699438677833,3.892,False,False,3.3295695835228374,,no_arc_no_semicircle,1313.39647,4.734848,0.4498490847931086,17.36168
S8-3-1-2,297.15,0.3865699438677833,3.892,False,False,3.268149417849076,,no_arc_no_semicircle,1305.199701,4.734848,0.4437510976720639,17.19516
S8-3-1-2,299.15,0.3865699438677833,3.892,False,False,3.31260014922049,,no_arc_no_semicircle,1293.055329,4.734848,0.4471871288347628,17.17266
S8-3-10-1,193.15,0.458644786705142,4.926666666666667,False,False,10962.12,,no_arc_no_semicircle,12538.678,4.734848,0.1600020353022862,588.7953
S8-3-10-1,197.15,0.458644786705142,4.926666666666667,False,False,2855.535719809078,,no_arc_no_semicircle,3418.698,4.734848,0.5151010706415131,137.2717
S8-3-10-1,201.15,0.458644786705142,4.926666666666667,False,False,1156.017,,no_arc_no_semicircle,1914.501,4.734848,0.8303385581934922,53.55273
S8-3-10-1,204.15,0.458644786705142,4.926666666666667,False,False,515.2657,,no_arc_no_semicircle,1536.8426,4.734848,0.9426534636663504,32.29736
S8-3-10-1,207.15,0.458644786705142,4.926666666666667,False,False,301.1935,,no_arc_no_semicircle,1436.5402,4.734848,0.9415664107415852,30.64725
S8-3-10-1,210.15,0.458644786705142,4.926666666666667,False,False,181.8469,,no_arc_no_semicircle,1356.6034,4.734848,0.9321044013305578,29.14986
S8-3-10-1,213.15,0.458644786705142,4.926666666666667,False,False,118.125,,no_arc_no_semicircle,1276.4255,4.734848,0.9338617882516445,28.00655
S8-3-10-1,216.15,0.458644786705142,4.926666666666667,False,False,83.04113583678141,,no_arc_no_semicircle,1178.15926,4.734848,0.9522430779010296,26.96008
S8-3-10-1,218.15,0.458644786705142,4.926666666666667,False,False,59.880313742416014,,no_arc_no_semicircle,1064.6542,4.734848,0.9912767920325672,25.98087
S8-3-10-1,221.15,0.458644786705142,4.926666666666667,False,False,44.01144467124683,,no_arc_no_semicircle,954.28588,4.734848,1.039834100867131,25.0613
S8-3-10-1,224.15,0.458644786705142,4.926666666666667,False,False,32.99675998181732,,no_arc_no_semicircle,853.55193,4.734848,1.0930957651281967,24.19195
S8-3-10-1,227.15,0.458644786705142,4.926666666666667,False,False,25.34180743065321,,no_arc_no_semicircle,766.61365,4.734848,1.1453920759172485,23.37723
S8-3-10-1,230.15,0.458644786705142,4.926666666666667,False,False,19.73057800161708,,no_arc_no_semicircle,692.7156600000001,4.734848,1.1953501960674582,22.62993
S8-3-10-1,232.15,0.458644786705142,4.926666666666667,False,False,15.7771012785059,,no_arc_no_semicircle,634.81308,4.734848,1.235831026039978,21.93765
S8-3-10-1,235.15,0.458644786705142,4.926666666666667,False,False,12.850328472421,,no_arc_no_semicircle,588.42808,4.734848,1.2702441052779103,21.29818
S8-3-10-1,238.15,0.458644786705142,4.926666666666667,False,False,10.653410929761822,,no_arc_no_semicircle,551.90068,4.734848,1.2960147104729036,20.71665
S8-3-10-1,241.15,0.458644786705142,4.926666666666667,False,False,8.963627353201298,,no_arc_no_semicircle,523.0296079999999,4.734848,1.3153368174139746,20.16898
S8-3-10-1,243.15,0.458644786705142,4.926666666666667,False,False,7.657610986987517,,no_arc_no_semicircle,501.324984,4.734848,1.3232789531191578,19.66096
S8-3-10-1,246.15,0.458644786705142,4.926666666666667,False,False,6.631814814636179,,no_arc_no_semicircle,486.643856,4.734848,1.3201062585695085,19.18274
S8-3-10-1,249.15,0.458644786705142,4.926666666666667,False,False,5.807561898276341,,no_arc_no_semicircle,477.786671,4.734848,1.3047772946349077,18.72496
S8-3-10-1,252.15,0.458644786705142,4.926666666666667,False,False,5.137371593827933,,no_arc_no_semicircle,474.975223,4.734848,1.2767908106229755,18.28912
S8-3-10-1,255.15,0.458644786705142,4.926666666666667,False,False,4.605621620993184,,no_arc_no_semicircle,477.585078,4.734848,1.2378929477356886,17.87163
S8-3-10-1,257.15,0.458644786705142,4.926666666666667,False,False,4.171878118836879,,no_arc_no_semicircle,485.457062,4.734848,1.187557551691356,17.47237
S8-3-10-1,260.15,0.458644786705142,4.926666666666667,False,False,3.816629947357807,,no_arc_no_semicircle,497.775373,4.734848,1.131688168108708,17.08892
S8-3-10-1,263.15,0.458644786705142,4.926666666666667,False,False,3.518929821568608,,no_arc_no_semicircle,514.482652,4.734848,1.070030248561226,16.71549
S8-3-10-1,266.15,0.458644786705142,4.926666666666667,False,False,3.268800239743519,,no_arc_no_semicircle,534.755074,4.734848,1.0067216304711473,16.35544
S8-3-10-1,269.15,0.458644786705142,4.926666666666667,False,False,3.0556589191993115,,no_arc_no_semicircle,558.052179,4.734848,0.9443073960293578,16.00313
S8-3-10-1,271.15,0.458644786705142,4.926666666666667,False,False,2.872473833420801,,no_arc_no_semicircle,583.28826,4.734848,0.884466627187043,15.66173
S8-3-10-1,273.15,0.458644786705142,4.926666666666667,False,False,2.716531595599779,,no_arc_no_semicircle,609.812811,4.734848,0.8288989520753102,15.32845
S8-3-10-1,276.15,0.458644786705142,4.926666666666667,False,False,2.583415033696085,,no_arc_no_semicircle,635.7996840000001,4.734848,0.7783377570851374,15.00226
S8-3-10-1,279.15,0.458644786705142,4.926666666666667,False,False,2.4300973165278767,,no_arc_no_semicircle,662.977365,4.734848,0.7312895214755926,14.67487
S8-3-10-1,282.15,0.458644786705142,4.926666666666667,False,False,2.3099265028154905,,no_arc_no_semicircle,690.164863,4.734848,0.6886671945801438,14.34241
S8-3-10-1,285.15,0.458644786705142,4.926666666666667,False,False,2.2168101232546853,,no_arc_no_semicircle,715.759249,4.734848,0.6504877172743309,14.01563
S8-3-10-1,288.15,0.458644786705142,4.926666666666667,False,False,2.1378804874387414,,no_arc_no_semicircle,739.178476,4.734848,0.6164592379175274,13.69667
S8-3-10-1,291.15,0.458644786705142,4.926666666666667,False,False,2.0666666005111862,,no_arc_no_semicircle,759.064109,4.734848,0.5874881906713881,13.38243
S8-3-10-1,293.15,0.458644786705142,4.926666666666667,False,False,2.0028143158822123,,no_arc_no_semicircle,775.263846,4.734848,0.5617604925691317,13.06643
S8-3-10-1,296.15,0.458644786705142,4.926666666666667,False,False,1.9440104950914376,,no_arc_no_semicircle,785.902523,4.734848,0.5402085978543162,12.72802
S8-3-10-1,299.15,0.458644786705142,4.926666666666667,False,False,1.896295855995804,,no_arc_no_semicircle,787.9642670000001,4.734848,0.5286610287367249,12.37996
S8-3-11-1,208.15,0.3079344114331621,4.492933333333334,True,True,219260.0,,ok,224614.856,5928.309,0.3729144700918625,12286.11
S8-3-11-1,216.15,0.3079344114331621,4.492933333333334,False,False,21357.96,,no_arc_no_semicircle,19546.776,18984.38,0.2684936380301284,1261.481
S8-3-11-1,218.15,0.3079344114331621,4.492933333333334,False,False,15389.49,,no_arc_no_semicircle,12703.142000000002,18984.38,0.2212092095010824,924.8079
S8-3-11-1,219.15,0.3079344114331621,4.492933333333334,False,False,11011.850498319352,,no_arc_no_semicircle,8056.053000000001,4.734848,0.2617284171293311,617.7512
S8-3-11-1,221.15,0.3079344114331621,4.492933333333334,False,False,7899.019,,no_arc_no_semicircle,5303.317,4.734848,0.3808278856421367,384.6419
S8-3-11-1,222.15,0.3079344114331621,4.492933333333334,False,False,5810.389463400335,,no_arc_no_semicircle,3655.001,4.734848,0.5321891840795665,255.676
S8-3-11-1,223.15,0.3079344114331621,4.492933333333334,False,False,4354.245,,no_arc_no_semicircle,2836.443,4.734848,0.6585015105186318,281.4409
S8-3-11-1,225.15,0.3079344114331621,4.492933333333334,False,False,3272.438,,no_arc_no_semicircle,2290.858,4.734848,0.7867109179180897,195.6029
S8-3-11-1,226.15,0.3079344114331621,4.492933333333334,False,False,2511.985,,no_arc_no_semicircle,1890.062,4.734848,0.9155562092672088,139.5974
S8-3-11-1,227.15,0.3079344114331621,4.492933333333334,False,False,1934.947,,no_arc_no_semicircle,1667.34,4.734848,1.0069919752420018,110.1049
S8-3-11-1,229.15,0.3079344114331621,4.492933333333334,False,False,1587.14,,no_arc_no_semicircle,1556.1280000000002,4.734848,1.0497189177239912,87.21356
S8-3-11-1,230.15,0.3079344114331621,4.492933333333334,False,False,1285.575,,no_arc_no_semicircle,1455.8840000000002,4.734848,1.0921405826288348,68.74986
S8-3-11-1,231.15,0.3079344114331621,4.492933333333334,False,False,1055.476,,no_arc_no_semicircle,1385.9719999999998,4.734848,1.1205312950045163,54.45223
S8-3-11-1,232.15,0.3079344114331621,4.492933333333334,False,False,867.4325,,no_arc_no_semicircle,1314.6769,4.734848,1.1509314569990536,43.03312
S8-3-11-1,233.15,0.3079344114331621,4.492933333333334,False,False,727.7968,,no_arc_no_semicircle,1260.3388,4.734848,1.171982485979166,34.22907
S8-3-11-1,234.15,0.3079344114331621,4.492933333333334,False,False,626.0755,,no_arc_no_semicircle,1219.2334,4.734848,1.189864057201844,33.58048
S8-3-11-1,235.15,0.3079344114331621,4.492933333333334,False,False,541.5557,,no_arc_no_semicircle,1180.431,4.734848,1.2053893874356052,32.97722
S8-3-11-1,236.15,0.3079344114331621,4.492933333333334,False,False,460.7503,,no_arc_no_semicircle,1141.3092,4.734848,1.2220036428340355,32.36924
S8-3-11-1,237.15,0.3079344114331621,4.492933333333334,False,False,406.5399,,no_arc_no_semicircle,1109.6806,4.734848,1.23575738820702,31.86604
S8-3-11-1,238.15,0.3079344114331621,4.492933333333334,False,False,358.7446,,no_arc_no_semicircle,1081.4147,4.734848,1.2451522991133734,31.37982
S8-3-11-1,239.15,0.3079344114331621,4.492933333333334,False,False,318.5718,,no_arc_no_semicircle,1053.967,4.734848,1.2552281048647624,31.075
S8-3-11-1,240.15,0.3079344114331621,4.492933333333334,False,False,282.0618,,no_arc_no_semicircle,1033.8698,4.734848,1.2600155261329802,30.65377
S8-3-11-1,241.15,0.3079344114331621,4.492933333333334,False,False,248.9785,,no_arc_no_semicircle,1014.3348,4.734848,1.263055354109904,30.23097
S8-3-11-1,242.15,0.3079344114331621,4.492933333333334,False,False,221.4388,,no_arc_no_semicircle,991.3708,4.734848,1.2689217798224426,29.79347
S8-3-11-1,243.15,0.3079344114331621,4.492933333333334,False,False,200.4152,,no_arc_no_semicircle,978.0406,4.734848,1.268848143931856,29.45919
S8-3-11-1,244.15,0.3079344114331621,4.492933333333334,False,False,181.9736,,no_arc_no_semicircle,966.4618,4.734848,1.266716387548891,29.14384
S8-3-11-1,245.15,0.3079344114331621,4.492933333333334,False,False,150.1281,,no_arc_no_semicircle,948.9603,4.734848,1.2571031685940903,28.53159
S8-3-11-1,245.15,0.3079344114331621,4.492933333333334,False,False,165.1907,,no_arc_no_semicircle,948.9603,4.734848,1.2571031685940903,28.53159
S8-3-11-1,246.15,0.3079344114331621,4.492933333333334,False,False,137.2532,,no_arc_no_semicircle,942.7684,4.734848,1.2501532720019028,28.24677
S8-3-11-1,247.15,0.3079344114331621,4.492933333333334,False,False,125.4879,,no_arc_no_semicircle,937.8516,4.734848,1.2407954520736528,27.96123
S8-3-11-1,248.15,0.3079344114331621,4.492933333333334,False,False,113.6432,,no_arc_no_semicircle,934.4248,4.734848,1.230929444509605,27.695
S8-3-11-1,249.15,0.3079344114331621,4.492933333333334,False,False,105.5379966016964,,no_arc_no_semicircle,932.0844,4.734848,1.2199753584546622,27.43109
S8-3-11-1,250.15,0.3079344114331621,4.492933333333334,False,False,89.81629727797181,,no_arc_no_semicircle,931.45593,4.734848,1.194915362232971,26.92292
S8-3-11-1,250.15,0.3079344114331621,4.492933333333334,False,False,97.273597321492,,no_arc_no_semicircle,931.45593,4.734848,1.194915362232971,26.92292
S8-3-11-1,251.15,0.3079344114331621,4.492933333333334,False,False,82.98546073803006,,no_arc_no_semicircle,932.65772,4.734848,1.181568517976776,26.6789
S8-3-11-1,252.15,0.3079344114331621,4.492933333333334,False,False,76.76864643299965,,no_arc_no_semicircle,934.70634,4.734848,1.167465067156813,26.44116
S8-3-11-1,253.15,0.3079344114331621,4.492933333333334,False,False,71.18950410444448,,no_arc_no_semicircle,937.71576,4.734848,1.152076189910681,26.21039
S8-3-11-1,254.15,0.3079344114331621,4.492933333333334,False,False,66.05158359867227,,no_arc_no_semicircle,940.92863,4.734848,1.1365707938975125,25.98241
S8-3-11-1,255.15,0.3079344114331621,4.492933333333334,False,False,57.07672074544582,,no_arc_no_semicircle,949.77607,4.734848,1.1064744977202878,25.54283
S8-3-11-1,255.15,0.3079344114331621,4.492933333333334,False,False,61.370853984538655,,no_arc_no_semicircle,949.77607,4.734848,1.1064744977202878,25.54283
S8-3-11-1,256.15,0.3079344114331621,4.492933333333334,False,False,53.21021275758502,,no_arc_no_semicircle,955.01885,4.734848,1.0898297976003288,25.33291
S8-3-11-1,257.15,0.3079344114331621,4.492933333333334,False,False,49.67072432440536,,no_arc_no_semicircle,960.50861,4.734848,1.074612959481955,25.12809
S8-3-11-1,258.15,0.3079344114331621,4.492933333333334,False,False,46.410217941124415,,no_arc_no_semicircle,966.43743,4.734848,1.058821780112551,24.92723
S8-3-11-1,259.15,0.3079344114331621,4.492933333333334,False,False,40.68554631031984,,no_arc_no_semicircle,977.19633,4.734848,1.030548282963771,24.53802
S8-3-11-1,259.15,0.3079344114331621,4.492933333333334,False,False,43.426706200118495,,no_arc_no_semicircle,977.19633,4.734848,1.030548282963771,24.53802
S8-3-11-1,260.15,0.3079344114331621,4.492933333333334,False,False,38.15758749566201,,no_arc_no_semicircle,984.09305,4.734848,1.0155523402995266,24.35018
S8-3-11-1,261.15,0.3079344114331621,4.492933333333334,False,False,35.83557867742587,,no_arc_no_semicircle,991.36773,4.734848,0.9995403017606788,24.16562
S8-3-11-1,262.15,0.3079344114331621,4.492933333333334,False,False,33.69493337237882,,no_arc_no_semicircle,998.07632,4.734848,0.9848355083707416,23.98639
S8-3-11-1,263.15,0.3079344114331621,4.492933333333334,False,False,31.71125647871759,,no_arc_no_semicircle,1005.7665,4.734848,0.9701227869490572,23.80869
S8-3-11-1,264.15,0.3079344114331621,4.492933333333334,False,False,28.182172337523905,,no_arc_no_semicircle,1021.55817,4.734848,0.9408382490837492,23.46782
