sample_id,scan_dir,excel_id,R,N,L_cm,S_cm2,T,T_C,sigma,R2,rb_ohm,Ea,sigma0,ln_sigma0,T_break,T_arc,data_valid,R_high_freq_ohm,R_low_freq_ohm,delta_R_ohm,R_ratio,arc_diameter_ohm,median_zimag_ohm,arc_visible,semicircle_visible,semicircle_quality,characteristic_frequency,peak_neg_zimag_ohm,nyquist_peak_ratio,nyquist_rising_ratio,nyquist_falling_ratio,inv_T_1000,ln_sigma
S8-2-1-1,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,282.15,9.0,0.011375811787005911,0.95,2.6914419776559533,0.15058694877509418,5.076499100561286,1.6246218705821889,254.67049407032292,,True,2.664607,861.4487,858.784093,323.2929659045405,858.784093,15.87737,False,False,0.6357062109284629,4.734848,473.267,0.5510896206131748,1.0,0.0,3.5442140705298604,-4.476265950800918
S8-2-1-1,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,291.15,18.0,0.012634083056286681,0.95,2.4233921240707694,0.15058694877509418,5.076499100561286,1.6246218705821889,254.67049407032292,,True,2.414273,942.7779,940.3636270000001,390.5017783821465,940.3636270000001,15.39484,False,False,0.6441787090020373,4.734848,449.9341,0.47846820855396555,1.0,0.0,3.4346556757685045,-4.371357112497897
S8-2-1-1,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,299.15,26.0,0.013112043571475138,0.95,2.335054578377714,0.15058694877509418,5.076499100561286,1.6246218705821889,254.67049407032292,,True,2.316483,964.953,962.636517,416.5594998970422,962.636517,15.15583,False,False,0.646284103687983,4.734848,443.219,0.4604219683887179,1.0,0.0,3.342804613070366,-4.334224114523316
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,199.14999999999998,-74.0,2.3567298010199856e-06,0.8989759519792138,12991.45,1.0114213753919017,9.313729079947752e+19,45.98060632362308,260.8838948743092,,True,3534.364,38372.8,34838.436,10.857059431343234,34838.436,435.3423,False,False,0.6890409886176674,4.734848,3272.527,0.09393438327713678,0.5348837209302325,0.0,5.021340697966358,-12.958235577399577
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,209.14999999999998,-64.0,3.946020825700122e-05,0.8998888150365754,775.9041,1.0114213753919017,9.313729079947752e+19,45.98060632362308,260.8838948743092,,True,613.3936,3731.729,3118.3354,6.083742966995417,3118.3354,46.68618,False,False,0.639333124119148,4.734848,1621.54,0.5200017932644447,0.7906976744186046,0.0,4.781257470714799,-10.140217779710108
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,217.14999999999998,-56.0,0.0001662823557745027,0.8999667780944121,184.1286,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,170.2152,1577.379,1407.1637999999998,9.266969107341763,1407.1637999999998,35.18516,False,False,0.6005760025947228,4.734848,1199.193,0.8522056920452327,0.8604651162790697,0.0,4.605111673958094,-8.701823276164543
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,225.14999999999998,-48.0,0.0004339402506934692,0.95,70.55657391664471,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,68.96676,1211.33,1142.36324,17.56396849728768,1142.36324,28.58175,False,False,0.5944389031052271,4.734848,1033.621,0.9048094019551954,1.0,0.0,4.4414834554741285,-7.742603704554625
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,233.14999999999998,-40.0,0.0009197494992640228,0.95,33.288778518456255,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,32.82103,1017.12,984.29897,30.989886667176503,984.29897,24.01194,False,False,0.5931561803151469,4.734848,901.4251,0.9158041687273116,1.0,0.0,4.2890842805061125,-6.991409208405717
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,242.14999999999998,-31.0,0.0017195256725844401,0.95,17.80568784846542,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,17.39641,866.6873,849.2908900000001,49.819893874655754,849.2908900000001,20.95124,False,False,0.5920531907899464,4.734848,785.8135,0.9252583646576015,1.0,0.0,4.129671691100558,-6.36570679794203
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,250.14999999999998,-23.0,0.002922407160315004,0.95,10.476752791065868,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,10.23758,782.0945,771.8569200000001,76.39447017752244,771.8569200000001,18.91285,False,False,0.5962887901555641,4.734848,686.1447,0.888953227238021,1.0,0.0,3.9976014391365187,-5.835347632337351
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,258.15,-15.0,0.004543185556231158,0.95,6.7391782691922435,0.3845939516560927,164202.57644578395,12.008856166777388,260.8838948743092,,True,6.601506,807.716,801.114494,122.35329332428086,801.114494,17.44506,False,False,0.6117593774721213,4.734848,605.9215,0.7563481930961035,1.0,0.0,3.873716831299632,-5.394126848612136
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,267.15,-6.0,0.00635881277108932,0.95,4.814945568560289,0.1067415330674011,0.7039181216493418,-0.35109323406335147,260.8838948743092,,True,4.738552,938.9235,934.184948,198.1456571543374,934.184948,16.27926,False,False,0.6322857604709198,4.734848,542.2082,0.5804077673921154,1.0,0.0,3.7432154220475393,-5.057913590267717
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,274.15,1.0,0.008071376874122365,0.95,3.7933227317910676,0.1067415330674011,0.7039181216493418,-0.35109323406335147,260.8838948743092,,True,3.746401,1059.445,1055.6985989999998,282.7900697229154,1055.6985989999998,15.37611,False,False,0.6450059104101042,4.734848,497.633,0.47137791077053387,1.0,0.0,3.647638154295094,-4.819431194881557
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,283.15,10.0,0.009421220528491713,0.95,3.2498270559390847,0.1067415330674011,0.7039181216493418,-0.35109323406335147,260.8838948743092,,True,3.221813,1097.709,1094.487187,340.71158071557846,1094.487187,14.73059,False,False,0.6506211959580178,4.734848,463.2383,0.42324689178841857,1.0,0.0,3.531696980399082,-4.664790631006609
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,291.15,18.0,0.010119317975256902,0.95,3.025632502933955,0.1067415330674011,0.7039181216493418,-0.35109323406335147,260.8838948743092,,True,3.009482,1077.188,1074.1785180000002,357.9313649325698,1074.1785180000002,14.54839,False,False,0.651784043218038,4.734848,443.9361,0.41327962955967396,1.0,0.0,3.4346556757685045,-4.593309011143196
S8-2-1-2,300-120K 3K-min,S8-2-1,1.0408163265306123,4.656000000000001,0.12,3.919348,299.15,26.0,0.01061075200677162,0.95,2.8855011740846996,0.1067415330674011,0.7039181216493418,-0.35109323406335147,260.8838948743092,,True,2.855784,1067.707,1064.851216,373.8752650760702,1064.851216,14.46684,False,False,0.6519053295297798,4.734848,438.9743,0.4122400326018876,1.0,0.0,3.342804613070366,-4.54588745169811
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,208.14999999999998,-65.0,1.4610227043203676e-05,0.95,2095.6099643710563,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,1210.289,8105.052,6894.763,6.696790601253089,6894.763,81.05304,False,False,0.6686641851697199,4.734848,1851.883,0.2685926985452582,0.5813953488372093,0.0,4.804227720393947,-11.133788792062067
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,217.14999999999998,-56.0,0.00010216584865746702,0.8999716276406652,299.6827,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,244.0963,2246.755,2002.6587000000002,9.204379582976063,2002.6587000000002,34.23045,False,False,0.6180263882873969,4.734848,1407.13,0.7026309575365984,0.7906976744186046,0.0,4.605111673958094,-9.188913097903502
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,225.14999999999998,-48.0,0.00033712515004874645,0.95,90.81890618078775,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,85.76158,1523.731,1437.96942,17.76705839607899,1437.96942,29.22206,False,False,0.6059589065067414,4.734848,1159.099,0.8060665156565008,1.0,0.0,4.4414834554741285,-7.995056331421064
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,233.14999999999998,-40.0,0.000780355279313676,0.95,39.235125570482595,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,37.45755,1116.643,1079.18545,29.81089259708657,1079.18545,25.7979,False,False,0.5958364076041488,4.734848,963.53,0.8928307919644387,1.0,0.0,4.2890842805061125,-7.155761255683448
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,241.14999999999998,-32.0,0.001562295848745376,0.95,19.597656486157078,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,19.13923,840.8746,821.73537,43.934609699554265,821.73537,23.37762,False,False,0.584309825517997,4.734848,814.8575,0.9916300669885962,1.0,0.0,4.146796599626788,-6.461598841693021
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,250.14999999999998,-23.0,0.002546814509088142,0.95,12.021816769224895,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,11.82645,679.1733,667.34685,57.428332255241436,667.34685,21.49335,False,False,0.5764030628650355,4.734848,706.9888,1.059402318299695,1.0,0.0,3.9976014391365187,-5.972911912849984
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,258.15,-15.0,0.0023683203322326955,0.8999764893660428,12.92787,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,11.83235,607.58,595.74765,51.349055766605964,595.74765,19.90639,False,False,0.5764393195676056,4.734848,630.9513,1.0590915465633794,0.9069767441860465,0.0,3.873716831299632,-6.04557429567317
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,266.15,-7.0,0.0014052824015739931,0.8999030575031831,21.78732,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,16.63853,610.6469,594.00837,36.70077224370181,594.00837,18.61474,False,False,0.5870238113535899,4.734848,575.2183,0.9683673312549435,0.7674418604651163,0.0,3.7572797294758598,-6.56751699883217
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,274.15,1.0,0.0018195698246928598,0.8999179837286324,16.82669,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,13.91975,656.4634,642.54365,47.16057400456186,642.54365,17.30651,False,False,0.6032333808502091,4.734848,532.9438,0.8294281641410652,0.7674418604651163,0.0,3.647638154295094,-6.3091551658897425
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,282.15,9.0,0.001938742403670956,0.8999123174515377,15.79237,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,12.96601,748.8637,735.89769,57.75590948950371,735.89769,16.29515,False,False,0.6205323908544951,4.734848,501.2574,0.6811509355328991,0.7906976744186046,0.0,3.5442140705298604,-6.245715761639316
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,291.15,18.0,0.01079250248150523,0.95,2.836908068905155,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,2.761682,769.45,766.6883180000001,278.6164373740351,766.6883180000001,15.42321,False,False,0.6270721638933333,4.734848,479.2536,0.6250957380571427,1.0,0.0,3.4346556757685045,-4.528903600605992
S8-2-2-1,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,299.15,26.0,0.013144712090216438,0.95,2.3292512733123667,0.3139665207649121,2233.6530742416553,7.71139367403434,,,True,2.302447,794.4172,792.114753,345.0316988838397,792.114753,14.98723,False,False,0.6311357816190891,4.734848,467.5574,0.5902647289792359,1.0,0.0,3.342804613070366,-4.331735723648265
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,216.14999999999998,-57.0,1.0276085009409766e-05,0.95,2979.474901718401,0.841473760640406,475824471006654.25,33.79607014376249,237.21300377306667,,True,1360.256,8887.675,7527.418999999999,6.533825250541073,7527.418999999999,100.1594,False,False,0.6715236966792114,4.734848,1837.312,0.2440825998924731,0.5813953488372093,0.0,4.626416840157298,-11.485691206134101
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,225.14999999999998,-48.0,8.589195236723069e-05,0.8999474135756619,356.4634,0.841473760640406,475824471006654.25,33.79607014376249,237.21300377306667,,True,295.8923,2297.636,2001.7437,7.7651091292338466,2001.7437,33.05431,False,False,0.6181664465835461,4.734848,1404.084,0.7014304578553185,0.7209302325581395,0.0,4.4414834554741285,-9.362420419425383
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,234.14999999999998,-39.0,0.0003284282288494379,0.8999903653941791,93.22383,0.841473760640406,475824471006654.25,33.79607014376249,237.21300377306667,,True,100.6122,1688.807,1588.1948,16.78531033015877,1588.1948,28.79137,False,False,0.6134071483758374,4.734848,1178.797,0.7422244424928223,1.0,0.0,4.270766602605168,-8.021192225342611
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,242.14999999999998,-31.0,0.0006543048654929621,0.95,46.79368745086984,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,45.30219,1292.939,1247.63681,28.540320015434133,1247.63681,25.99499,False,False,0.6062357204203789,4.734848,1002.718,0.8036938249681806,1.0,0.0,4.129671691100558,-7.331937159935636
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,250.14999999999998,-23.0,0.0012920574443238276,0.95,23.696575959503154,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,23.19782,973.445,950.2471800000001,41.962779261154715,950.2471800000001,23.85619,False,False,0.5962249959005405,4.734848,845.2449,0.8895000351382248,1.0,0.0,3.9976014391365187,-6.651519413059162
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,258.15,-15.0,0.002253879625141859,0.95,13.584282422151999,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,13.2828,764.524,751.2412,57.5574427078628,751.2412,22.1156,False,False,0.5884082568953887,4.734848,718.5627,0.956500655182382,1.0,0.0,3.873716831299632,-6.0951022697853885
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,267.15,-6.0,0.003581717004799311,0.95,8.548229056744429,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,8.378225,701.8111,693.432875,83.76608410492676,693.432875,20.60116,False,False,0.5941728714549337,4.734848,629.0058,0.9070896732434255,1.0,0.0,3.7432154220475393,-5.6319129832666395
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,274.15,1.0,0.005162195219334878,0.95,5.9310692588270575,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,5.835101,747.1608,741.325699,128.04590700315214,741.325699,19.31925,False,False,0.6104754674548702,4.734848,568.8586,0.7673531361011123,1.0,0.0,3.647638154295094,-5.266393359854735
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,283.15,10.0,0.006812258379947777,0.95,4.494447460123468,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,4.436599,860.4121,855.975501,193.93506151896983,855.975501,18.27991,False,False,0.6281548966512615,4.734848,527.1227,0.6158151715606162,1.0,0.0,3.531696980399082,-4.989031586785378
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,291.15,18.0,0.008206969670449371,0.95,3.730650727722825,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,3.698519,954.659,950.960481,258.1192634132743,950.960481,17.48143,False,False,0.6389841346449531,4.734848,497.3458,0.5229931316146874,1.0,0.0,3.4346556757685045,-4.802771525912322
S8-2-2-2,300-120K 3K-min,S8-2-2,1.040816326530612,4.1386666666666665,0.12,3.919348,299.15,26.0,0.009055959498809954,0.95,3.380904848070989,0.2890118358744416,869.6466216939458,6.76808694717341,237.21300377306667,,True,3.355189,1011.92,1008.564811,301.59850905567464,1008.564811,17.05201,False,False,0.6446341480577394,4.734848,478.629,0.47456444521937574,1.0,0.0,3.342804613070366,-4.704332229835865
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,190.14999999999998,-83.0,2.5608516428230615e-06,0.8989426299661064,11955.92,1.2086589922176374,2.7837182151833676e+26,60.89099993938412,275.8664443609677,,True,3083.016,37018.7,33935.683999999994,12.007300643266204,33935.683999999994,375.1046,False,False,0.6907081161725417,4.734848,2702.798,0.07964471852107063,0.627906976744186,0.0,5.259006047856956,-12.87517068181843
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,199.14999999999998,-74.0,7.180725971548788e-05,0.8999794799531973,426.3822,1.2086589922176374,2.7837182151833676e+26,60.89099993938412,275.8664443609677,,True,387.8161,2544.406,2156.5899,6.560857066016599,2156.5899,40.23556,False,False,0.6004655992623663,4.734848,1839.899,0.8531520063225739,0.813953488372093,0.0,5.021340697966358,-9.541524976777827
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,207.14999999999998,-66.0,0.0002877839775680148,0.8999960410372313,106.39,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,115.7785,1433.453,1317.6745,12.380994744274629,1317.6745,34.27777,False,False,0.5629208756284905,4.734848,1548.22,1.1749639231843667,0.9767441860465116,0.0,4.827419744146754,-8.153300437166333
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,216.14999999999998,-57.0,0.0005867637842173985,0.95,52.18000530536705,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,50.82972,1088.506,1037.6762800000001,21.41475498979731,1037.6762800000001,30.56577,False,False,0.5488110698004328,4.734848,1344.73,1.29590511599629,1.0,0.0,4.626416840157298,-7.440888231020976
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,224.14999999999998,-49.0,0.0011083908524004852,0.95,27.62323173919375,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,27.50995,945.1191,917.60915,34.35553681486153,917.60915,27.78863,False,False,0.5483513741480601,4.734848,1192.75,1.2998453644451984,1.0,0.0,4.461298237787196,-6.804845997986334
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,232.14999999999998,-41.0,0.0018038182941603682,0.95,16.973626153244382,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,16.95095,906.8041,889.8531499999999,53.49576867373215,889.8531499999999,25.57479,False,False,0.558661754095793,4.734848,1078.031,1.2114706791789172,1.0,0.0,4.307559767391773,-6.317849586272582
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,241.14999999999998,-32.0,0.002474857249867731,0.95,12.371354903438347,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,12.6025,905.4714,892.8689,71.84855385836144,892.8689,23.75585,False,False,0.5711109212113896,4.734848,986.409,1.104763532473803,1.0,0.0,4.146796599626788,-6.001572561445974
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,249.14999999999998,-24.0,0.003109796987946682,0.95,9.845445696980022,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,10.69876,900.3702,889.67144,84.15650037948322,889.67144,22.16276,False,False,0.5816665528418747,4.734848,902.3819,1.014286689926788,1.0,0.0,4.013646397752359,-5.773197832109204
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,257.15,-16.0,0.0045319206449246805,0.95,6.755929719941058,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,7.113101,880.571,873.457899,123.79565536887498,873.457899,20.78834,False,False,0.5892107716039253,4.734848,829.4548,0.9496219576806403,1.0,0.0,3.888780867198134,-5.396609445915688
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,266.15,-7.0,0.009362106720181165,0.95,3.2703469730228223,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,3.222939,858.5438,855.320861,266.38537061979764,855.320861,19.51197,False,False,0.595444923173301,4.734848,766.5269,0.8961863728002759,1.0,0.0,3.7572797294758598,-4.671084936876219
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,273.15,0.0,0.011286216743553923,0.95,2.712807849534528,0.2607502339827305,703.8005469160908,6.556495001977394,275.8664443609677,,True,2.68663,859.7872,857.10057,320.02441720668645,857.10057,18.52561,False,False,0.6033005348874443,4.734848,710.41,0.8288525581076199,1.0,0.0,3.660992128866923,-4.484173054980758
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,282.15,9.0,0.01251924293233936,0.95,2.4456221146065666,0.03878968609705224,0.0619814177068022,-2.7809206532668007,275.8664443609677,,True,2.428756,908.3387,905.909944,373.9933941491035,905.909944,17.74982,False,False,0.6142940838867019,4.734848,665.5015,0.7346221381139837,1.0,0.0,3.5442140705298604,-4.380488383801478
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,291.15,18.0,0.013325770794786798,0.95,2.2976034816266666,0.03878968609705224,0.0619814177068022,-2.7809206532668007,275.8664443609677,,True,2.284672,911.2728,908.988128,398.8637318617289,908.988128,17.10752,False,False,0.6187290797414391,4.734848,633.2083,0.6966078879305224,1.0,0.0,3.4346556757685045,-4.318055464840619
S8-3-1-1,300-120K 3K-min,S8-3-1,0.3865699438677833,3.8920000000000003,0.12,3.919348,299.15,26.0,0.013696514446059809,0.95,2.235410877273892,0.03878968609705224,0.0619814177068022,-2.7809206532668007,275.8664443609677,,True,2.225104,923.6733,921.448196,415.11466430333144,921.448196,16.6722,False,False,0.621662013144072,4.734848,618.7234,0.6714684587650972,1.0,0.0,3.342804613070366,-4.29061389851395
